effect_bundles_tables	3
key	localised_description	localised_title	bundle_target	priority	ui_icon	is_global_effect
wh2_dlc10_bundle_alarielle_corruption_57	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_58	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_59	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_6	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_60	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_61	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_62	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_63	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_64	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_65	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_66	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_67	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_68	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_69	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_7	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_70	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_71	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_72	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_73	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_74	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_75	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_76	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_77	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_78	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_79	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_8	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_80	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_81	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_82	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_83	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_84	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_85	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_86	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_87	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_88	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_89	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_9	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_90	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_91	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_92	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_93	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_94	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_95	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_96	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_97	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_98	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_alarielle_corruption_99	{{tr:alarielle_corruption_amount}}	Mortal World's Torment	faction	1	dlc10_mortal_torment.png	true
wh2_dlc10_bundle_anc_magic_standard_banner_of_avelorn	 	Banner of Avelorn	character	1	public_order.png	true
wh2_dlc10_bundle_blood_voyage	[HIDDEN]	[HIDDEN]	force	0	 	true
wh2_dlc10_bundle_blood_voyage_active	[[col:red]]WARNING: The [[img:blood_voyage]][[/img]]Blood Voyage is currently active and is targeting Ulthuan - if possible you should prepare defences![[/col]]	Blood Voyage Active	faction	1	dlc10_blood_voyage.png	true
wh2_dlc10_bundle_blood_voyage_player	The Blood Voyage has been spat forth from Har Ganeth; it is yours to command!	Blood Voyage	force	1	dlc10_blood_voyage.png	true
wh2_dlc10_bundle_death_night_alarielle	Alarielle the Radiant! There's no finer target than one so beautiful; Khaine will surely approve your violence against her!	Khaine's Reward	faction	1	dlc10_death_night.png	true
wh2_dlc10_bundle_death_night_morathi	Long has Morathi held the secrets to eternal youth; they are kept from you no longer!	Morathi's Secrets	faction	1	dlc10_death_night.png	true
wh2_dlc10_bundle_death_night_morathi_untainted	For Khaine to reign supreme – as god of gods – Chaos must be stripped from these lands.	Purge of Chaos	faction	1	religion.png	true
wh2_dlc10_bundle_monster_hunt_army_rampage	 	 	force	0	 	true
wh2_dlc10_bundle_stance_army_tunnelling_alith_anar	Uses Shadow Realm Pathways to traverse the world.	Stance: Use Shadow Realm Pathways	force	1	subterranean.png	true
wh2_dlc10_dark_elf_fortress_gate	[HIDDEN]	[HIDDEN]	region	1	public_order_indifferent.png	true
wh2_dlc10_death_night_effect_1	All but a withered husk, Hellebron must bathe in the blood of the murdered if she and her coven are to be revitalised.	Crone	faction	1	dlc10_death_night.png	true
wh2_dlc10_death_night_effect_2	How unfair! Why does Morathi not suffer this curse? Hellebron's true age is revealed without the lustre of Death Night!	Bitter 	faction	1	dlc10_death_night.png	true
wh2_dlc10_death_night_effect_3	All must bow before the Bride of Khaine, and even then they will be needed to fill the cauldron!	Respected	faction	1	dlc10_death_night.png	true
wh2_dlc10_death_night_effect_4	The Crone stalks the lands and her followers revel in the slaughter - such a wonderous time!	Joyous	faction	1	dlc10_death_night.png	true
wh2_dlc10_death_night_effect_5	The Blood Queen is young - all who witness her beatific aspect are caught in its lethal glamour.	Blood Queen	faction	1	dlc10_death_night.png	true
wh2_dlc10_defender_of_ulthuan_all_1	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 69%)[[/col]]\n\n[[col:green]]All of Ulthuan is under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_all_10	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 100%)[[/col]]\n\n[[col:green]]All of Ulthuan is under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_all_2	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 72%)[[/col]]\n\n[[col:green]]All of Ulthuan is under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_all_3	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 76%)[[/col]]\n\n[[col:green]]All of Ulthuan is under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_all_4	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 79%)[[/col]]\n\n[[col:green]]All of Ulthuan is under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_all_5	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 82%)[[/col]]\n\n[[col:green]]All of Ulthuan is under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_all_6	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 86%)[[/col]]\n\n[[col:green]]All of Ulthuan is under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_all_7	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 89%)[[/col]]\n\n[[col:green]]All of Ulthuan is under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_all_8	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 93%)[[/col]]\n\n[[col:green]]All of Ulthuan is under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_all_9	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 96%)[[/col]]\n\n[[col:green]]All of Ulthuan is under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_inner_1	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 31%)[[/col]]\n\n[[col:red]]The inner ring of Ulthuan has been breached[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_inner_10	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 1%)[[/col]]\n\n[[col:red]]The inner ring of Ulthuan has been breached[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_inner_2	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 28%)[[/col]]\n\n[[col:red]]The inner ring of Ulthuan has been breached[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_inner_3	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 24%)[[/col]]\n\n[[col:red]]The inner ring of Ulthuan has been breached[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_inner_4	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 21%)[[/col]]\n\n[[col:red]]The inner ring of Ulthuan has been breached[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_inner_5	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 18%)[[/col]]\n\n[[col:red]]The inner ring of Ulthuan has been breached[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_inner_6	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 14%)[[/col]]\n\n[[col:red]]The inner ring of Ulthuan has been breached[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_inner_7	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 11%)[[/col]]\n\n[[col:red]]The inner ring of Ulthuan has been breached[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_inner_8	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 7%)[[/col]]\n\n[[col:red]]The inner ring of Ulthuan has been breached[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_inner_9	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 4%)[[/col]]\n\n[[col:red]]The inner ring of Ulthuan has been breached[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_outer_1	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 65%)[[/col]]\n\n[[col:yellow]]Ulthuan is not fully under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_outer_10	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 35%)[[/col]]\n\n[[col:yellow]]Ulthuan is not fully under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_outer_2	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 62%)[[/col]]\n\n[[col:yellow]]Ulthuan is not fully under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_outer_3	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 59%)[[/col]]\n\n[[col:yellow]]Ulthuan is not fully under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_outer_4	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 55%)[[/col]]\n\n[[col:yellow]]Ulthuan is not fully under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_outer_5	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 52%)[[/col]]\n\n[[col:yellow]]Ulthuan is not fully under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_outer_6	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 48%)[[/col]]\n\n[[col:yellow]]Ulthuan is not fully under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_outer_7	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 45%)[[/col]]\n\n[[col:yellow]]Ulthuan is not fully under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
wh2_dlc10_defender_of_ulthuan_outer_8	{{tr:defender_of_ulthuan_message}}\n\n[[col:yellow]](People's trust in Alarielle: 41%)[[/col]]\n\n[[col:yellow]]Ulthuan is not fully under High Elf control[[/col]]\n\nCurrent faction effects:	Defender of Ulthuan	faction	1	dlc10_defender_of_ulthuan.png	true
